id,family_id,class_code,source_kind,owner_stage,destination,status,package_status,possible_reference_ids,evidence,evidence_level,legacy-vector-symbols,transformer-vector-shapes,guy-vector-shapes,declarative-vector-packages,raster-template,raster-hough-generalizado,structural-raster-graph,structural-vector-graph,document-local-legend,learned-e11
cemig-eo-r3-s20-v022,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Arco sobre dois pontos. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v023,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: D em quadrado vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v024,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: D em quadrado verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v025,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v026,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v027,family-f02-20,EQUIPAMENTO_INTERRUPCAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: GLV em retângulo. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v028,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v029,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v030,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Retângulo simples vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v031,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Retângulo simples verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v032,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato circular ligado a terra vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v033,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato circular ligado a terra verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v034,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: D em quadrado vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v035,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: D em quadrado verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v036,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v037,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Contato em círculo verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v038,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Fusível em círculo vermelho. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v039,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Fusível em círculo verde. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s20-v040,family-f02-20,CONJUNTO_EO,INS,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Dois chevrons. Mecanismo e estado de contato exigem topologia local; primitives próximas podem representar equipamentos distintos.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v001,family-f02-21,PARA_RAIOS_BT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v002,family-f02-21,PARA_RAIOS_BT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v003,family-f02-21,PARA_RAIOS_BT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v004,family-f02-21,PARA_RAIOS_BT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v005,family-f02-21,PARA_RAIOS_MT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,experimental_rejeitado,experimental_rejeitado,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v006,family-f02-21,PARA_RAIOS_MT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,experimental_rejeitado,experimental_rejeitado,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v007,family-f02-21,PARA_RAIOS_MT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,experimental_rejeitado,experimental_rejeitado,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v008,family-f02-21,PARA_RAIOS_MT,INS,E04,equipment_review,nao_avaliavel,nao_aplicavel,,"E04 mede classe visual, sem referência/saída por ID E01",documented,classe_sem_id,fora_do_dominio,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,experimental_rejeitado,experimental_rejeitado,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s21-v009,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Triângulo preto em retângulo ligado a aterramento. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v010,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: IF em círculo amarelo; símbolo base. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v011,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: IF em círculo amarelo; círculo/oval envolvente. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v012,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: IF em círculo amarelo; círculo/oval e X vermelho. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v013,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: IF em círculo amarelo; X vermelho sem envolvente. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v014,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Zigue-zague. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s21-v015,family-f02-21,EQUIPAMENTO_PROTECAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Dois triângulos opostos em eixo. Símbolo de proteção requer componente de aterramento/IF e estado; círculo ou triângulo isolado não basta.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s22-v001,family-f02-22,EQUIPAMENTO_REGULACAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Placa reta e arco ligados a haste; símbolo base. Placa/arco ou enrolamento precisam de relação geométrica e separação das marcas de proposta/retirada.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s22-v002,family-f02-22,EQUIPAMENTO_REGULACAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Placa reta e arco ligados a haste; círculo/oval envolvente. Placa/arco ou enrolamento precisam de relação geométrica e separação das marcas de proposta/retirada.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s22-v003,family-f02-22,EQUIPAMENTO_REGULACAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Placa reta e arco ligados a haste; círculo/oval e X vermelho. Placa/arco ou enrolamento precisam de relação geométrica e separação das marcas de proposta/retirada.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s22-v004,family-f02-22,EQUIPAMENTO_REGULACAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Placa reta e arco ligados a haste; X vermelho sem envolvente. Placa/arco ou enrolamento precisam de relação geométrica e separação das marcas de proposta/retirada.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s22-v005,family-f02-22,EQUIPAMENTO_REGULACAO,INS,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Enrolamento horizontal circular. Placa/arco ou enrolamento precisam de relação geométrica e separação das marcas de proposta/retirada.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v001,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com placas e arco. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v002,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,reconhecido_exato,enabled,,E07 gramática e positivo autoral com ID exato; sem homologação real,synthetic_only,fora_do_dominio,fora_do_dominio,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v003,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com círculo e seta. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v004,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com R. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v005,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,reconhecido_exato,enabled,,E07 gramática e positivo autoral com ID exato; sem homologação real,synthetic_only,fora_do_dominio,fora_do_dominio,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v006,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com S. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v007,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com chevrons. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v008,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com D. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v009,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com G. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v010,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com C. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v011,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,reconhecido_exato,enabled,,E07 gramática e positivo autoral com ID exato; sem homologação real,synthetic_only,fora_do_dominio,fora_do_dominio,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v012,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,reconhecido_exato,enabled,,E07 gramática e positivo autoral com ID exato; sem homologação real,synthetic_only,fora_do_dominio,fora_do_dominio,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v013,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com dois círculos e triângulo. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v014,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com CM. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v015,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com triângulo. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s23-v016,family-f02-23,CONJUNTO_EO,AV,E07,composite_review,ainda_nao_suportado,pending,,Forma E01: Conjunto contornado/sombreado cinza com R e triângulo. Conjunto sombreado agrega componentes; contorno/label isolados não resolve associação nem cardinalidade.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s24-v001,family-f02-24,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s24-v001,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s24-v002,family-f02-24,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s24-v002,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s25-v001,family-f02-25,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s25-v001,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s25-v002,family-f02-25,TRANSFORMADOR,INS,E05,equipment_review,alternativa_sem_id_resolvido,nao_aplicavel,cemig-eo-r3-s25-v002;cemig-eo-r3-s25-v003,E05 controle autoral pareado; referências possíveis na predição,documented,fora_do_dominio,alternativa_sintetica,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s25-v003,family-f02-25,TRANSFORMADOR,INS,E05,equipment_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s25-v003,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,classe_sem_id,indisponivel,fora_do_dominio,fora_do_dominio,fora_do_dominio,experimental_rejeitado
cemig-eo-r3-s25-v004,family-f02-25,CONJUNTO_EO,INS,E05,composite_review,reconhecido_exato,nao_aplicavel,cemig-eo-r3-s25-v004,E05 controle autoral pareado; referências possíveis na predição,synthetic_only,fora_do_dominio,id_exato_sintetico,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s26-v001,family-f02-26,USINA,CNX,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Círculo alaranjado com senoide. Senoide em círculo vista na F02 p31 carece de curva vetorial positiva e negativo independente para escala/rotação.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s27-v001,family-f02-27,ILUMINACAO_PUBLICA,CNX,E07,equipment_review,ainda_nao_suportado,pending,,Forma E01: Semidisco amarelo e raios. Pictograma urbano/luminária precisa de componentes internos distintivos; não converter carga externa em ativo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s27-v002,family-f02-27,CARGA_EXTERNA,CNX,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Placas pictóricas em quadro. Pictograma urbano/luminária precisa de componentes internos distintivos; não converter carga externa em ativo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
cemig-eo-r3-s27-v003,family-f02-27,CARGA_EXTERNA,CNX,E07,network_context,ainda_nao_suportado,pending,,Forma E01: Placa pictórica. Pictograma urbano/luminária precisa de componentes internos distintivos; não converter carga externa em ativo.,documented,fora_do_dominio,fora_do_dominio,fora_do_dominio,pendente_sem_inferencia,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio,fora_do_dominio
